Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
307027482963463,Baltimore Local - News Break,These ads ran without a disclaimer,≤100,2
101005954966116,Jess for Desert Hot Springs City Council 2020,These ads ran without a disclaimer,≤100,1
239664336757039,Chris Chenoweth for City Council,Chris Chenoweth for City Council,≤100,1
29594152350,Virginia Museum of History & Culture,These ads ran without a disclaimer,≤100,1
592736831416249,Find My Arms,These ads ran without a disclaimer,≤100,1
873042296079462,Southeast Alaska Indigenous Transboundary Commission,Southeast Alaska Indigenous Transboundary Commission,≤100,1
110404383993849,ToxikBrands,These ads ran without a disclaimer,≤100,1
318921254796942,Courtney Beauford at Realty ONE Group NVRE# S.0171420,These ads ran without a disclaimer,≤100,1
264310567810239,Kea Sherman,Kea Sherman Campaign,≤100,1
298145257206071,"Oshkosh, WI Local - News Break",These ads ran without a disclaimer,≤100,1
100827901457621,Football 4 Humanity,These ads ran without a disclaimer,≤100,1
104629261354694,Smells Like Bk,These ads ran without a disclaimer,≤100,2
449053535114688,"Polk County Sheriff's Office, Iowa",Polk County Sheriff's Office,≤100,1
148874901834882,Luke Air Force Base Thunderbolt,"Aerotech News and Review, Inc.",≤100,1
620633988560795,Claudeos shop,These ads ran without a disclaimer,≤100,1
111186873629193,Beatles Unplugged,These ads ran without a disclaimer,≤100,1
116521726861023,Protect Our Ports and Jobs,These ads ran without a disclaimer,≤100,1
116812284295,McMinnville Community Media,These ads ran without a disclaimer,≤100,1
40227016210,Atlas Roofing - Shingles,These ads ran without a disclaimer,≤100,2
110981360733556,poppacollins,These ads ran without a disclaimer,≤100,2
282948791886057,Star Name Registry,These ads ran without a disclaimer,≤100,1
102630137971953,Courtier House,"Courtier House, Inc",≤100,1
110708080306680,Get The Bag,These ads ran without a disclaimer,≤100,1
1072395552805921,Belleville Area Kiwanis Club,These ads ran without a disclaimer,≤100,1
90966961167,Loretta Sanchez,Loretta Sanchez for Rancho Santiago Community College District- Trustee Area 7- 2020-FPPC Campaign ID #1430277,≤100,1
1155225311312194,Starrz Boutique,These ads ran without a disclaimer,≤100,1
109124387596890,ShopingonlineA,These ads ran without a disclaimer,≤100,3
100655471555927,Vote Melissa Ann Gonzales for School Trustee-ISISD,Melissa Ann Gonzales,≤100,1
103059774775436,Natalie Taylor for State Rep,Advocates for Natalie Taylor,≤100,1
364431126946646,Athens Frameworks,These ads ran without a disclaimer,≤100,1
1808535422750739,Tri-City Baptist Church,These ads ran without a disclaimer,≤100,2
1424938841083415,Patrick M Simpson - Voting Songs,Voting Songs,≤100,1
112829870189773,Nobles for NY,Nobles Crawford,≤100,1
547002015319794,Legal y Real,These ads ran without a disclaimer,≤100,1
101317641478908,2020 Elect Mayor Wayne Smith,April Lynn Holdridge,≤100,1
345880198790281,The Bookmark,These ads ran without a disclaimer,≤100,1
185976178148375,Theo Scott-Femenella-Music Page,These ads ran without a disclaimer,≤100,2
280965405706900,Page County Indivisible,These ads ran without a disclaimer,≤100,1
238635456809478,Conexión Latina,Ana Paulina Salazar,≤100,2
1155852434533697,"Bakersfield, CA Local - News Break",These ads ran without a disclaimer,≤100,1
106070471015386,Terri Hedman for ND Senate District 46,Terri Hedman for ND Senate District 46,≤100,1
119041543095036,Shak Khan for Lodi District 4,Shak Khan for Lodi City Council Area 4,≤100,1
994823313871585,Dr. Timothy Quinn,These ads ran without a disclaimer,≤100,2
107881921003444,30 Second News,Brad J Florence,≤100,1
106835707710751,Man In The Arena,These ads ran without a disclaimer,≤100,1
1049821041762646,"Yuma, AZ Local - News Break",These ads ran without a disclaimer,≤100,1
302151860132789,"Shreveport, Louisiana Local - News Break",These ads ran without a disclaimer,≤100,1
101240448397476,Lori Athey Cockrell for Front Royal Town Council,These ads ran without a disclaimer,≤100,1
112616533514034,"Covington, KY Local - News Break",These ads ran without a disclaimer,≤100,2
101947518338872,"Dr. Martha Koo, MD, for Beach Cities Health District Board of Directors",Emily Catherine Pedersen,≤100,3
111673103583478,Earthlogy,These ads ran without a disclaimer,≤100,1
394354088047509,Fallen Yet Not Forgotten,These ads ran without a disclaimer,≤100,1
182117955800770,"Janelle Stoermer, Author",These ads ran without a disclaimer,≤100,1
1475236596088896,Your Time for Healing,These ads ran without a disclaimer,≤100,1
1086699561366788,Concrete Services of Smithville,These ads ran without a disclaimer,≤100,2
179292602218466,Rocky Mountain Mason,These ads ran without a disclaimer,≤100,1
200365670067237,Delaware Health Information Network,These ads ran without a disclaimer,≤100,1
100673595064591,"Gary Ashcraft for Eustis City Commission, Seat #3",Gary Ashcraft for Eustis City Commission,≤100,1
108998414269048,Down The Rabbit Hole With Ike.,Isaac David Lansberry,≤100,1
227355831040,Uhuru Solidarity Movement,These ads ran without a disclaimer,≤100,1
45354572064,Forté Foundation,"FORTE FOUNDATION, THE",≤100,1
115175358534619,Conway Morning Rotary Club,These ads ran without a disclaimer,≤100,1
514476102035864,Skatsz,These ads ran without a disclaimer,≤100,1
108480470926623,Sublette Special Hospital District,Hospital District PAC,≤100,1
107572637732194,Michael Zeldin for Chevy Chase Advisory Neighborhood Commissioner,These ads ran without a disclaimer,≤100,1
109132560639223,Morgan Russum for Levy Court,Morgan Leigh Russum,≤100,1
288835611141927,My Teaching Library,"CHSH-Teach, LLC",≤100,1
112420627284084,,These ads ran without a disclaimer,≤100,13
176964342361114,The Interfaith Center for Sustainable Development,Ariel Meir Mironwapner,≤100,1
282390275567346,32805 OrlNews,32805OrlNews.com,≤100,1
604609380009112,An Adorable Deplorable,Michael James Gasca,≤100,2
907863299257226,Anakeesta,These ads ran without a disclaimer,≤100,20
104759021133925,djaxcessmusic,These ads ran without a disclaimer,≤100,2
235125827852059,The Prison Post,These ads ran without a disclaimer,≤100,2
100325528480877,Christopher Parker for Hutto ISD Board of Trustees,Christopher Parker for Hutto ISD Board of Trustees,≤100,1
520276638466677,San Bernardino Valley Municipal Water District,These ads ran without a disclaimer,≤100,1
100392611600382,Crown Pointe Remodeling,These ads ran without a disclaimer,≤100,2
100692621752774,The US Patriotism,These ads ran without a disclaimer,≤100,1
50144263450,International Business Accelerator,International Business Accelerator,≤100,1
497800480710390,Ynm Bandana,These ads ran without a disclaimer,≤100,2
250328181677408,Chân Trời Mới Media,These ads ran without a disclaimer,≤100,1
101418304869160,"Mabelle Gummere for Arizona Legislature, District 10",Mabelle4LD10,≤100,1
102430907935248,Whe're They At,These ads ran without a disclaimer,≤100,1
100538014736233,Kellie Lee Mansfield Champaign County Board,Kellie Lee Mansfield,≤100,1
778622935822987,2 for Seder,Marnie Fienberg,≤100,1
901367563326851,Foxy And Beautiful,These ads ran without a disclaimer,≤100,1
155560407986168,David Bruns - Author,These ads ran without a disclaimer,≤100,1
655037681772970,Lindsey Wilson for Northville School Board,These ads ran without a disclaimer,≤100,4
109552190732538,Elect Peter Lucido III for Macomb Township Trustee,Committee to elect Peter J. Lucido III,≤100,1
101729131662415,April Conaway for Park 6 School Board,April Nicole Conaway,≤100,2
103205188060872,What You Need to Know,Geoffrey Giro Plitt,≤100,1
102252501213477,Andrew Alvarez Chardon Pagina Oficial,These ads ran without a disclaimer,≤100,1
0,Instagram User 3595592106,These ads ran without a disclaimer,≤100,1
153850514738564,Bailey Brothers Collision Repair,These ads ran without a disclaimer,≤100,2
136147377887646,Fine pick,These ads ran without a disclaimer,≤100,1
1643493992628882,Citizens Against Deb Burchett,These ads ran without a disclaimer,≤100,1
200943429960149,Aberdeen Standard Investments,These ads ran without a disclaimer,≤100,1
541618403011917,Colorado New Real Estate,These ads ran without a disclaimer,≤100,1
209569899089320,Command Ready,These ads ran without a disclaimer,≤100,2
103989761336532,So Darling Tees,These ads ran without a disclaimer,≤100,1
520067531819728,The Saguaro,Real Voices Media,≤100,6
100745679654,scoop.me,These ads ran without a disclaimer,≤100,1
248519378558723,LiveLikeLou Foundation,LIVELIKELOU FOUNDATION,≤100,1
0,Marketplace Seller 4171893616,These ads ran without a disclaimer,≤100,1
119045509937201,Venus Zero Waste,These ads ran without a disclaimer,≤100,12
582809469043349,Re-Elect Steve T. America,Steve Tripper America,≤100,2
347978955534783,Solcius,These ads ran without a disclaimer,≤100,10
101386025036914,"Citizens for Buffy Cromwell QAC BOE, District 3",These ads ran without a disclaimer,≤100,1
1266971320004534,Black Rifles Matter CA,These ads ran without a disclaimer,≤100,1
110202127088551,"Danbury, CT Local - News Break",These ads ran without a disclaimer,≤100,1
527122960745990,"Cape Coral, FL Local - News Break",These ads ran without a disclaimer,≤100,1
500927530049152,Tad Fuller,These ads ran without a disclaimer,≤100,2
100571521799316,Vocatady.com,These ads ran without a disclaimer,≤100,1
109240617250696,Jesús Vélez Alcalde Las Piedras 2020,MadMono Films & Media LLC,≤100,2
120826615270779,Kyle Smith - Fayetteville Ward 4,Vote for Kyle Smith,≤100,1
112545956897050,CNA Training School,These ads ran without a disclaimer,≤100,1
550162758720862,"Kevin Jon Kieft, JLP Group-Real Estate Services, Keller Williams",These ads ran without a disclaimer,≤100,2
1469437493270366,Larry Turnbow for Watauga County Commission,Marjory Estelle Holder,≤100,1
100160641851642,Trump Parades and American Flag photo,These ads ran without a disclaimer,≤100,1
547992872038188,And Another Thing with Darci and Kelly,Darci Christine Smith Monet,≤100,1
126715444172129,Flip4Paterson,These ads ran without a disclaimer,≤100,1
116967263496254,Concerned Citizens Of Northville Township,These ads ran without a disclaimer,≤100,2
1067689836703874,Miamisburg Democrats,Randall J Reed,≤100,1
319970724718271,Homesnap,These ads ran without a disclaimer,≤100,2
120612421781673,"Mayor Pro Tem Sandeep Sharma, Town of Flower Mound",Sandeep Sharma for Flower Mound Town Council,≤100,2
102555221563357,Arianna Bags Collection,These ads ran without a disclaimer,≤100,8
101330588355124,Qmunity District,PROJECT MORE FOUNDATION,≤100,1
738363532944819,A Touch of klass,These ads ran without a disclaimer,≤100,1
263328113800478,Lamppost Education Initiative,Lamppost Education Initiative,≤100,1
102686274906363,Pozitif Düşün İnisiyatifi,These ads ran without a disclaimer,≤100,1
111717923776148,Coding & Robotics Academy,These ads ran without a disclaimer,≤100,1
108116734224360,Ricardo Valadez,These ads ran without a disclaimer,≤100,1
110263960797634,Indian National Congress Kodakara,These ads ran without a disclaimer,≤100,1
319757674837988,Sparker's Soapbox,Roxanne Parker,≤100,1
106620177787593,Bill Willson For Venice City Council Seat 2,Bill Willson for Venice City Council Seat 2,≤100,1
111476990303602,"Stillwater, Oklahoma Local - News Break",These ads ran without a disclaimer,≤100,4
858332391030560,Finerstreetwearco,These ads ran without a disclaimer,≤100,1
304686055088,Explore Hood Canal,These ads ran without a disclaimer,≤100,1
103393400260703,Shefali O'Hara Writer's Page,These ads ran without a disclaimer,≤100,1
104584217927677,LK-Apparel,These ads ran without a disclaimer,≤100,3
107915264016511,Alex Rodríguez Rodríguez - 2020,Alex Rodríguez Rodríguez,≤100,1
1078880978858385,"Gainesville, GA Local - News Break",These ads ran without a disclaimer,≤100,1
1072272602826341,"Ithaca, NY Local - News Break",These ads ran without a disclaimer,≤100,1
418665522042140,Patrice for Supervisor,Patrice for Supervisor,≤100,1
103764047999074,darrenaylor,These ads ran without a disclaimer,≤100,1
100480724837946,daniinyamouf,These ads ran without a disclaimer,≤100,1
106676620780631,"Port Arthur, TX Local - News Break",These ads ran without a disclaimer,≤100,1
1775176205847593,Regina Hedgeman Johnson for Glynn County School Board,Regina Hedgeman Johnson,≤100,1
104513674752212,zachneff916,These ads ran without a disclaimer,≤100,2
372353822835252,Planned Parenthood of Greater Texas,These ads ran without a disclaimer,≤100,1
265250780168931,Walmart Rockford - W Riverside Blvd,These ads ran without a disclaimer,≤100,1
149401225109531,New Hope Celebrates,"New Hope Celebrates, Inc.",≤100,1
104785837977199,Island Time - Custom Flags,These ads ran without a disclaimer,≤100,1
139837786064264,MASSterList,These ads ran without a disclaimer,≤100,1
110003457120496,"Beloit, Wisconsin Local - News Break",These ads ran without a disclaimer,≤100,1
0,Instagram User 8921023005,These ads ran without a disclaimer,≤100,1
156228121471721,"Pensacola, FL Local - News Break",These ads ran without a disclaimer,≤100,2
0,Instagram User 9549067367,These ads ran without a disclaimer,≤100,2
132701153441728,Quentin T Howell For Georgia,These ads ran without a disclaimer,≤100,1
1058004797583435,Vintage & Handmade Market and DIY Studio Bloomington IL,These ads ran without a disclaimer,≤100,1
195400780485852,"Gary Mendez, Board Member, Rio Hondo Community College District, Area 4.",Mendez for Rio Hondo College Board 2020,≤100,1
639422576129248,the DIFFERENCE,These ads ran without a disclaimer,≤100,1
108474692548336,Care Net Pregnancy Resource Centers,Rebecca Sue Sheetz,≤100,1
103003024892502,SPower New York,sPower,≤100,7
28531478218,Illinois Realtors,These ads ran without a disclaimer,≤100,1
250226702005906,Jessica Chambers for Council,Jessica Sell Chambers,≤100,1
108565170790700,Homerebuy,These ads ran without a disclaimer,≤100,1
273721203531595,Mike Coudrey,YukoSocial LLC,≤100,1
108101934369408,United Alternative,These ads ran without a disclaimer,≤100,3
103260891493760,Ezekiel D Marruffo Fundraiser,These ads ran without a disclaimer,≤100,1
163863987705135,Excellence Photography LLC,These ads ran without a disclaimer,≤100,1
105002224525470,Peter Weiss for Oceanside,WEISS FOR CITY COUNCIL 2020,≤100,1
583558748734189,ISapphism,These ads ran without a disclaimer,≤100,1
1130080600512078,Habana Nights,These ads ran without a disclaimer,≤100,1
1648942492064803,Laugh about it,Laugh About It,≤100,1
111528757227883,J’Lash&Co.,These ads ran without a disclaimer,≤100,1
103124338180030,Brian Higgins for Carlsbad City Council District 2,Join Brian Higgins,≤100,3
130131505113786,Mt. Rainier Organizing for Racial Equality,These ads ran without a disclaimer,≤100,1
633459967299423,Tumbler For You,These ads ran without a disclaimer,≤100,2
111824527318291,Best to Know,James Lee Tomich,≤100,1
239356246865668,Stewart "ManyLightnings" Eastman - Abita Springs Alderman Campaign,Stewart King Eastman,≤100,1
100223858511664,Vintage Feminist,These ads ran without a disclaimer,≤100,2
164734040266858,Senator David Blount,Senator David Blount,≤100,1
103163201092234,Saving Grace Advocates,Michael Bertrand,≤100,1
111622337174297,You Don't Say with Jay,These ads ran without a disclaimer,≤100,1
100772434991956,JD Ospina for CT House 145,A Better Stamford,≤100,1
114569813693275,Dr O CPA 4 Mayor,Jeanie Marie Olaughlin,≤100,1
1562394000717234,Jesus Manuel Ortiz,These ads ran without a disclaimer,≤100,1
109521620396235,Zero to Freedom Movement - Personal Finance & Passive Income,Ravi Patel,≤100,1
101573524644675,"Troy, Ohio Local - News Break",These ads ran without a disclaimer,≤100,1
148606068510973,Ty Bowie Appreciation Group,These ads ran without a disclaimer,≤100,1
100741131686460,Drew Burnett for Sangamon County Board,Friends of Drew Burnett,≤100,3
154921094584842,"Counseling Alliance of VA, LLC  - Charlottesville",These ads ran without a disclaimer,≤100,1
2245145568894623,Pierre Area Right to Life,These ads ran without a disclaimer,≤100,1
291845808062176,VRfun,These ads ran without a disclaimer,≤100,1
101388778029037,"Kent, OH Local - News Break",These ads ran without a disclaimer,≤100,1
114289029948093,"Denny Doyle, Beaverton's Mayor",Friends to Re-elect Mayor Denny Doyle,≤100,1
101808351639869,ជាង ដែកអាជីព,These ads ran without a disclaimer,≤100,1
113335936780486,"Warren, Ohio Local - News Break",These ads ran without a disclaimer,≤100,1
174548966138,Downtown Grid Sacramento,These ads ran without a disclaimer,≤100,1
113422593835641,Trumpomania,These ads ran without a disclaimer,≤100,2
101429398381050,Roku TV,These ads ran without a disclaimer,≤100,1
493851447485595,"Jackson, MS Local - News Break",These ads ran without a disclaimer,≤100,2
0,Instagram User 4417026954,These ads ran without a disclaimer,≤100,2
1609230236041907,"Monroe, MI Local - News Break",These ads ran without a disclaimer,≤100,1
481183255347622,Lompoc Firefighters Association,Lompoc Firefighters Association,≤100,1
131634337438180,Margate Police Department,These ads ran without a disclaimer,≤100,1
102330121627694,Kevin Price for Bellbrook Schools Levy Issue 21,Kevin L Price,≤100,2
120908364925589,Your Menasha,Brendon Ribble,≤100,1
314222577166,CORE,These ads ran without a disclaimer,≤100,1
108349051008376,Mike Daugherty for Mosquito Control,Teresa Phillips Daugherty,≤100,3
100939574634205,DemCast Georgia,Demcast USA,≤100,9
38501102392,HuDost,HuDost- Open Sesame Music,≤100,1
242298109145133,League of Women Voters Greater Peoria,League of Women Voters Greater Peoria,≤100,1
106712811092006,Make Shirts Great Again,David William Samra,≤100,1
446458955438063,The Sasamani Foundation,These ads ran without a disclaimer,≤100,1
107082857785918,Brent McCaulley for La Porte City Council,These ads ran without a disclaimer,≤100,1
160860220592643,Richmond Punch Violinist - Founder Flavors of America,These ads ran without a disclaimer,≤100,1
140192250777963,Melani Soul Beauty Store,These ads ran without a disclaimer,≤100,1
953239594768393,Godsbathhouse of Volusia County,These ads ran without a disclaimer,≤100,1
115390733642165,sPower Midwest,sPower,≤100,8
100103918314725,AirPak México,These ads ran without a disclaimer,≤100,3
0,Instagram User 643678162,These ads ran without a disclaimer,≤100,2
100900511418971,TREY for TEXAS  Congressional District 12,TREY FOR TEXAS,≤100,1
1084882584923652,"Springfield, MA Local - News Break",These ads ran without a disclaimer,≤100,4
882849825082334,Detroit History Tours and The Detroit History Club,These ads ran without a disclaimer,≤100,1
123718546075344,Spansail for Council,Committee to Elect Sarah Spansail,≤100,1
118846876622824,Bruce Lancashire Independent for Taylors Ward,These ads ran without a disclaimer,≤100,2
257859107754712,Sheeba Ameer,These ads ran without a disclaimer,≤100,2
115707516740752,Apostolic Conservatives Show,These ads ran without a disclaimer,≤100,1
1244704122362166,Fairfield County GOPride Alliance,These ads ran without a disclaimer,≤100,1
1817021081895183,US Guatemalan Chamber of Commerce,These ads ran without a disclaimer,≤100,1
118696766629871,WT yard signs,These ads ran without a disclaimer,≤100,1
112521863825151,Peter Mattina - Alcalde de Aibonito 2020,Ifaibiana Enid Mendez Velazquez,≤100,2
100325995160844,Biden Memes For Smellblind Teens,These ads ran without a disclaimer,≤100,1
1667710156638023,"Palmdale, CA Local - News Break",These ads ran without a disclaimer,≤100,1
82586372581,Echo Magazine,These ads ran without a disclaimer,≤100,1
356347091232405,Shop Yatra,These ads ran without a disclaimer,≤100,1
111877493879648,Final Expense Organization,These ads ran without a disclaimer,≤100,1
140968452585173,92QJams Baltimore,Urban1,≤100,1
129528757093592,Zychowicz  Skeldon Ltd.,These ads ran without a disclaimer,≤100,1
151949501600312,Baton Rouge Area Foundation,These ads ran without a disclaimer,≤100,1
113714007096245,Retirement Finance Solutions,These ads ran without a disclaimer,≤100,2
240937680383146,Jagjeet Singh Mudarh,These ads ran without a disclaimer,≤100,3
112647017241370,Jsydisappf.go,These ads ran without a disclaimer,≤100,24
111269060574864,Cutting Edge Nutrition,These ads ran without a disclaimer,≤100,2
109436104239069,Professora Everli,These ads ran without a disclaimer,≤100,1
1238210459599745,ProfessorNeka,Ro N Eka Elese Matheny,≤100,1
106237294426688,Re-Elect Doug Havens Nez Perce County Commissioner,Re-elect Doug Havens Campaign,≤100,1
113835893611155,President: Election Simulator,These ads ran without a disclaimer,≤100,1
1650296751956454,"Fairfield, CA Local - News Break",These ads ran without a disclaimer,≤100,2
108989724280373,Mistern Mundane Photography,These ads ran without a disclaimer,≤100,1
109068864224895,Jazzy Nails,These ads ran without a disclaimer,≤100,1
104042747845858,jsmithwear,These ads ran without a disclaimer,≤100,1
155415041331252,"Effie Darlene Barba, Author/Speaker",These ads ran without a disclaimer,≤100,1
199891603386344,Common Ground Committee,These ads ran without a disclaimer,≤100,1
49703694572,Ras Kassa's Ethiopian Restaurant,These ads ran without a disclaimer,≤100,1
106010064420879,I really really love shopping - niceteeusa.com,These ads ran without a disclaimer,≤100,2
291070360576,Latino Economic Development Center,"LATINO ECONOMIC DEVELOPMENT CORPORATION OF WASHINGTON, D.C.",≤100,2
105747167657058,Horace Means,These ads ran without a disclaimer,≤100,1
1734855143447585,"San Francisco, CA Local - News Break",These ads ran without a disclaimer,≤100,1
1581066988819381,Alums for Campus Fairness,These ads ran without a disclaimer,≤100,1
105943727438055,Cook County Sheriff's Treatment Response Team,These ads ran without a disclaimer,≤100,1
105193504550325,All Black All Day,aBAD,≤100,1
712465268932745,Naturally Chic Locs,These ads ran without a disclaimer,≤100,2
117334626786587,__dndmusic,These ads ran without a disclaimer,≤100,2
112640537190628,Breatheups.com,These ads ran without a disclaimer,≤100,2
329037173861305,Catholic Housewife,These ads ran without a disclaimer,≤100,1
117389273421018,"Daphne Belgrave-Kersee Foundation, Inc.",These ads ran without a disclaimer,≤100,1
106862927832008,Alyona,These ads ran without a disclaimer,≤100,1
115023593692130,Kayleigh McEnany Fans,These ads ran without a disclaimer,≤100,1
399177097384489,I Love America,Good Memory Tee,≤100,1
1440291409570384,Manpower - Hagerstown,These ads ran without a disclaimer,≤100,1
100852538409174,GPS Media,These ads ran without a disclaimer,≤100,1
104643231388956,riluvsboutique,These ads ran without a disclaimer,≤100,1
1929358393825280,Ava Bandit,These ads ran without a disclaimer,≤100,2
100496108213752,Jack David Woodrum For WV Senate District 10,Jack David Woodrum for West Virginia State Senate,≤100,1
570755466651513,Mike Visconti,Mike Visconti,≤100,1
100256688422820,Rank The Vote Delaware,Rank The Vote Delaware,≤100,1
107218921144244,The 2nd Amendment Movie,Liberty New Media,≤100,4
100282941706416,United We Stand USA,These ads ran without a disclaimer,≤100,1
104650711371642,I Question Everything Clothing,Joshua Alex Miller,≤100,2
100689071279272,high_frequency_radio,These ads ran without a disclaimer,≤100,1
278960939543586,Athena Social Media,Athena Rebecca Alexander,≤100,1
776603232545879,Bueno Yoga,These ads ran without a disclaimer,≤100,1
115347375849126,Barbara Cady Campaign,Barbara Ann Cady,≤100,1
350552735003893,Jerry Pentin for Pleasanton Mayor - 2020,J Kate Duggan,≤100,1
1757451647859301,"Cheyenne, WY Local - News Break",These ads ran without a disclaimer,≤100,3
108585711000206,MarketPro,These ads ran without a disclaimer,≤100,1
94383715886,Metro,These ads ran without a disclaimer,≤100,1
113849716634490,Ryan Deems for WV House of Delegates,Deems for WV,≤100,1
101858258303445,Puzzlelover,These ads ran without a disclaimer,≤100,1
100550091521834,Lens.Vegas,"Lens Vegas, Inc",≤100,1
1670031023235199,Councilmember Ed Hernandez,Ed Hernandez for City Council 2020,≤100,1
103696728146990,"Vote for Audra Walton MPUSD School Board Trustee, Area 1 Marina, CA",These ads ran without a disclaimer,≤100,1
104552150889047,Square Deal for NJ,These ads ran without a disclaimer,≤100,1
102420201298284,"Cartersville Fence Company, Inc",These ads ran without a disclaimer,≤100,1
106908326023315,"Self Enhancement, Inc.",These ads ran without a disclaimer,≤100,1
515215801982815,Norma Gallery,These ads ran without a disclaimer,≤100,2
108590184310303,المهندس طلال علي الشهواني,These ads ran without a disclaimer,≤100,1
105539811179584,Infinity Love,These ads ran without a disclaimer,≤100,2
110578717447270,Sporty One,These ads ran without a disclaimer,≤100,1
1312002022310166,Jeremy Eden for Clay County Public Administrator,These ads ran without a disclaimer,≤100,1
220740004668157,Arcade Odyssey,Arcade Odyssey,≤100,1
617212178365190,Lance Nishihira: NHUSD Board Trustee,COMMITTEE TO ELECT LANCE NISHIHIRA TO NHUSD BOARD 2020,≤100,2
328028117211662,Speakwrite Online Transcription Services,These ads ran without a disclaimer,≤100,1
282451275663979,"Concord, NC Local - News Break",These ads ran without a disclaimer,≤100,1
104534671086796,Jess for Assembly,Friends of Jessica Katzenmeyer,≤100,1
0,Marketplace Seller 1981169182,These ads ran without a disclaimer,≤100,1
593806107396004,Alex Branning,These ads ran without a disclaimer,≤100,4
128600047590,WGCI 107.5 Radio,107.5 WGCI FM,≤100,2
186135894812583,At Home in the Northwest,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 4717110622,These ads ran without a disclaimer,≤100,1
102955778214971,Bill Jenkins for School Board,Billy Ray Jenkins,≤100,4
134373808053142,YES MV Schools Now,These ads ran without a disclaimer,≤100,1
104685064734096,Hamdan bin mohammed,These ads ran without a disclaimer,≤100,3
1033411000067667,Silvey Residential,Jon Charles Silvey,≤100,1
100749221614979,Ecoversity,These ads ran without a disclaimer,≤100,1
108939880748394,The Nuance Magazine,These ads ran without a disclaimer,≤100,1
62473113455,Hemingway Memorial AME Church,These ads ran without a disclaimer,≤100,1
108777067155965,Wesley Virdell - More Liberty and Less Government,These ads ran without a disclaimer,≤100,1
107844474032962,Pink&Blue EcoLife,These ads ran without a disclaimer,≤100,1
106371434443237,Evans For Allen,Alexander Edmond Evans,≤100,1
700813466939382,Lobos Ent,These ads ran without a disclaimer,≤100,1
1575050642776753,Safer Path Family Violence Shelter,These ads ran without a disclaimer,≤100,2
107690547628197,Shannara Johnson for VT House,Shannara Johnson,≤100,1
108785250961381,enchantabis_love,These ads ran without a disclaimer,≤100,2
111737803999295,Tecnoket,These ads ran without a disclaimer,≤100,10
1609838682565484,"Missy Wryn, Holistic Horse Trainer",These ads ran without a disclaimer,≤100,1
127968698749,"Tom Anelli, The DWI Lawyer",These ads ran without a disclaimer,≤100,1
101870741459117,Opinions for the Rust Belt and Wall Street,These ads ran without a disclaimer,≤100,1
125450864767566,Gifted & Lit,These ads ran without a disclaimer,≤100,4
117897156664806,BDJ,Brian David Jorgenson,≤100,3
662188620489322,Viviana Janer for Osceola,Viviana Margarita Janer,≤100,1
105592280887737,"Bayonne, NJ Local - News Break",These ads ran without a disclaimer,≤100,1
674336022711178,Pasco County Commission on Human Trafficking,These ads ran without a disclaimer,≤100,1
306159429719299,Nadine Schoen for St. Michael Mayor,These ads ran without a disclaimer,≤100,1
480927545261449,Errol Christie,These ads ran without a disclaimer,≤100,1
108541653838490,DC Art All Night,These ads ran without a disclaimer,≤100,1
0,Instagram User 9021760683,These ads ran without a disclaimer,≤100,1
528244774040000,"Bismarck, ND Local - News Break",These ads ran without a disclaimer,≤100,2
1493940617312959,North Kitsap Indivisible,Carollynn Paid Zimmers,≤100,1
104021321314439,Arlan Brinkmeier for Minnesota House,Arlan for 47a,≤100,1
403277726520949,"Blairsville Pro Rodeo September 25 & 26, 2020",These ads ran without a disclaimer,≤100,1
169196333500980,"Hartford, CT Local - News Break",These ads ran without a disclaimer,≤100,1
101614458337537,Kimberly S. Simpson,Kimberly Smith Simpson,≤100,1
112442993843619,Public Report,Public Report,≤100,1
249876925130640,George Gastil,George Gastil for City Council 2020,≤100,3
100832341658610,Fort Worth Republicans,Fort Worth Republicans,≤100,2
128335624656191,Elect Travis Groo,Team Groo,≤100,2
107955130820502,Bobby E. Wright Comprehensive Behavioral Health Center,These ads ran without a disclaimer,≤100,1
2118793334842666,Professional Pharmacy LLC,These ads ran without a disclaimer,≤100,1
116482918464001,The Julie Brown Team,WikiRealty,≤100,1
110183070419017,"Queens, NY Local - News Break",These ads ran without a disclaimer,≤100,3
109759834199793,Scooter Brown,These ads ran without a disclaimer,≤100,1
147902435221305,Consumers' Choice Award,These ads ran without a disclaimer,≤100,1
561302917583364,LifePoint Church Spring,LifePoint Community Church of Spring,≤100,1
105012062873621,Dylan Dunlap,These ads ran without a disclaimer,≤100,2
110725717442521,Hispanic Heritage en SWFL,These ads ran without a disclaimer,≤100,1
181147345559122,Nick Termini Realtor- Century21 Judge Fite,These ads ran without a disclaimer,≤100,1
104744264305146,Laura Childress for NM 56,Laura L Childress,≤100,1
0,Instagram User 8242525185,These ads ran without a disclaimer,≤100,1
103429493197,Texas Tan- Gun Barrel City,These ads ran without a disclaimer,≤100,1
1271483846215888,"Flagstaff, AZ Local - News Break",These ads ran without a disclaimer,≤100,1
115401743229402,"Carmel, IN Local - News Break",These ads ran without a disclaimer,≤100,1
139697509445848,Maaria Mozaffar,These ads ran without a disclaimer,≤100,1
104948114665741,Donna First,Donna First,≤100,1
943588149144548,Sabri Suby,These ads ran without a disclaimer,≤100,3
100724721707100,David J Place,These ads ran without a disclaimer,≤100,1
